Date,Close,High,Low,Open,Volume
11/16/2022,1155.63623,1171.183947,1143.105235,1163.062005,7630400
11/17/2022,1151.691162,1173.968485,1149.834719,1161.901602,6314000
11/18/2022,1176.985474,1183.018917,1156.100479,1163.294199,7637600
11/21/2022,1171.416138,1186.035634,1164.686528,1179.306025,4711200
11/22/2022,1172.112305,1189.284411,1170.023805,1178.609859,6002800
11/24/2022,1164.222412,1175.593131,1147.282361,1174.896965,7771600
11/25/2022,1163.062012,1166.774899,1156.100348,1163.758178,4616400
11/28/2022,1154.70813,1164.918572,1151.459353,1162.830072,4052000
11/29/2022,1142.641113,1158.188829,1139.624392,1157.956774,3781200
11/30/2022,1140.088623,1141.713011,1125.469127,1136.607791,6801200
12/1/2022,1129.645996,1149.834821,1124.30872,1148.674544,6380000
12/2/2022,1109.689453,1133.591171,1097.158456,1129.878283,6628400
12/5/2022,1089.500488,1107.832871,1083.23499,1105.976428,5349200
12/6/2022,1103.42395,1105.744505,1085.555676,1090.660897,4658000
12/7/2022,1103.887817,1117.347034,1093.213266,1093.213266,6284800
12/8/2022,1095.069702,1099.014645,1084.859262,1095.069702,5022400
12/9/2022,1081.842651,1105.048199,1077.201542,1090.66076,8519200
12/12/2022,1080.218384,1085.323605,1075.577274,1075.577274,4510800
12/13/2022,1090.892944,1102.959831,1088.804445,1088.804445,4320400
12/14/2022,1099.014771,1109.921378,1087.644052,1090.660773,7250800
12/15/2022,1096.230103,1098.318602,1088.572272,1090.660771,4570400
12/16/2022,1096.92627,1108.529044,1086.019662,1093.213382,6988000
12/19/2022,1074.880981,1083.931145,1072.560427,1080.682368,4576400
12/20/2022,1037.287842,1080.914266,1031.022345,1080.914266,6830400
12/21/2022,998.9989014,1022.436506,993.4295695,1021.74034,9680400
12/22/2022,1029.398071,1038.448235,1008.745134,1014.546521,8560000
12/23/2022,1010.369568,1018.259454,1005.032292,1013.154234,4711200
12/26/2022,1010.833801,1028.47002,1008.281191,1020.580133,3362400
12/27/2022,1003.872009,1022.900559,999.9270661,1018.72356,3829200
